Unnamed: 0,date,name,country,venue,clean_country
5606,"Sep 28 - 29, 2013",Ballerup Open 2013,"Denmark, Valby",,Denmark
5607,"Sep 28 - 29, 2013",Basauri Open 2013,"Spain, Basauri (Bilbao)",Centro Cívico Basozelai,Spain
5608,"Sep 28, 2013",Ljubljana 2013,"Slovenia, Ljubljana",Zupnija Ljubljana - Vic,Slovenia
5609,"Sep 28, 2013",SLS Jastrzebie 2013,"Poland, Jastrzebie-Zdrój","Sports hall ""Omega"" of Jastrzebie-Zdrój ",Poland
5611,"Sep 22, 2013",Florence Open 2013,"Italy, Florence",Teatro ObiHall,Italy
5613,"Sep 21 - 22, 2013",Madrid Open 2013,"Spain, San Sebastian de los Reyes - Madrid",Centro Joven Sanse,Spain
5614,"Sep 21 - 22, 2013",Minsk Open 2013,"Belarus, Minsk",Modern Art Museum,Belarus
5622,"Sep 14 - 15, 2013",Grudziadz Open 2013,"Poland, Grudziadz",Complex of Technical Schools J.J. Sniadeckich,Poland
5623,"Sep 14 - 15, 2013",SH Open 2013,"Germany, Stubbendorf, Schleswig-Holstein",Veranstaltungsraum Stubbendorf,Germany
5624,"Sep 14 - 15, 2013",Swedish Championship 2013,"Sweden, Gothenburg",Världskulturmuseet (The Museum of World Culture),Sweden
5626,"Sep 14 - 15, 2013",Champagne Open 2013,"France, Reims",CIS de Champagne,France
5629,"Sep 7 - 8, 2013",Heureka Open 2013,"Finland, Vantaa",Heureka Science Centre,Finland
5631,"Sep 7, 2013",Villa de Catral 2013,"Spain, Catral - Alicante",Casa de la cultura,Spain
5632,"Sep 7, 2013",Milan Blind Day 2013,"Italy, Milan","Ludoteca ""La casa dei giochi""",Italy
5635,"Aug 25, 2013",Lutsk Open 2013,"Ukraine, Lutsk",Open air,Ukraine
5636,"Aug 24 - 25, 2013",Austrian Big Cube Open 2013,"Austria, Vienna",Wien Brigittenau - Jugendgästehaus,Austria
5637,"Aug 24 - 25, 2013",Guildford Open 2013,"United Kingdom, Guildford, Surrey","Trinity Centre, Guildford",United Kingdom
5640,"Aug 24, 2013",Válgame Open 2013,"Spain, Lo Pagán (Murcia)",El Válgame,Spain
5644,"Aug 17 - 18, 2013",Chojnice Open 2013,"Poland, Chojnice",Pedagogics and Psychological Clinic,Poland
5650,"Aug 11, 2013",Kharkiv Cube Day 2013,"Ukraine, Kharkiv","Jewish Cultural Center ""Beit Dan""",Ukraine
5652,"Aug 10 - 11, 2013",N8W8 Summer 2013,"Belgium, Zonhoven",Evenementenhal Zonhoven,Belgium
5655,"Aug 3 - 4, 2013",Bussières Open 2013,"France, Bussières",Salle d'animation,France
5662,"Jul 27, 2013",GLS Summer 2013,"Poland, Gdansk",hotel ORBIS Posejdon,Poland
5665,"Jul 20 - 21, 2013",Gernika Open 2013,"Spain, Gernika",Centro Cultural Astra,Spain
5667,"Jul 20, 2013",Avalon 2013,"France, Nice",Avalon Nice,France
5673,"Jul 13 - 14, 2013",MIR Open 2013,"Spain, Montcada i Reixac",Espai Cultural Kursaal,Spain
5674,"Jul 13 - 14, 2013",FLIP Open 2013,"France, Parthenay",hotel de ville,France
5677,"Jul 12 - 14, 2013",Czech Open 2013,"Czech Republic, Pardubice",CEZ Arena,Czech Republic
5679,"Jul 6 - 7, 2013",Valga-Valka Open 2013,"Estonia, Valga","Valga Kultuuri- ja Huvialakeskus, Valkas bibliot?k?",Estonia
5680,"Jul 6 - 7, 2013",Podolian Open 2013,"Ukraine, Khmelnytskyy",Chess Club,Ukraine
5683,"Jun 29 - 30, 2013",Lithuanian Open 2013,"Lithuania, Šiauliai",Šiauliu jaunuju techniku,Lithuania
5684,"Jun 29 - 30, 2013",Polish Nationals 2013,"Poland, Zawiercie",OSIR 2,Poland
5685,"Jun 29, 2013",Valencia Open 2013,"Spain, Valencia",Las Naves,Spain
5688,"Jun 22 - 23, 2013",Franconia Open 2013,"Germany, Fürth",Hardenberg-Gymnasium Fürth,Germany
5690,"Jun 17, 2013",Oslo 3x3 2013,"Norway, Oslo","Java (room 2423), Ole-Johan Dahls hus, Blindern, Oslo. ",Norway
5693,"Jun 15 - 16, 2013",Cambridge Open 2013,"United Kingdom, Cambridge, Cambridgeshire",ARM Ltd,United Kingdom
5703,"Jun 1 - 2, 2013",Manufaktura Open 2013,"Poland, Elblag",IV Liceum Ogólnoksztalcace,Poland
5705,"Jun 1 - 2, 2013",Eindhoven Spring 2013,"Netherlands, Eindhoven",Unitas,Netherlands
5706,"Jun 1 - 2, 2013",Erfurt Open 2013,"Germany, Erfurt",Kindermedienzentrum Studio D,Germany
5712,"May 25, 2013",Constanta Rubik Open 2013,"Romania, Constanta",Colegiul National Mircea cel Batran,Romania
5717,"May 19, 2013",HEM MariCubik Open 2013,"France, Hem",Salle Diligent,France
5718,"May 18 - 19, 2013",Ukrainian Open 2013,"Ukraine, Kyiv",157th lyceum,Ukraine
5721,"May 18, 2013",Dual Games 2013,"Spain, Murcia",Dual Games shop,Spain
5722,"May 18, 2013",Kraków Open 2013,"Poland, Kraków","Wydzial Fizyki, Matematyki i Informatyki Politechniki Krakowskiej",Poland
5723,"May 17 - 19, 2013",Berlin Open 2013,"Germany, Berlin",In aller Munde,Germany
5724,"May 17, 2013",Tallinn Open 2013,"Estonia, Tallinn",Gustav Adolf Grammar School,Estonia
5726,"May 12, 2013",Florence Fantastic 2013,"Italy, Firenze",Florence Fantastic Festival c/o Fortezza da Basso,Italy
5732,"May 4 - 5, 2013",French Open 2013,"France, Vesoul",Salle Parisot,France
5733,"May 4 - 5, 2013",Nottingham 2013,"United Kingdom, Nottingham, Nottinghamshire","A13, Pope Building",United Kingdom
5735,"May 4 - 5, 2013",Austrian Open 2013,"Austria, Vienna",Wien Brigittenau - Jugendgästehaus,Austria
5739,"Apr 27 - 28, 2013",France 2013,"France, Vezin-le-Coquet (Rennes)",Salle des fêtes,France
5747,"Apr 20 - 21, 2013",Slovenian Open 2013,"Slovenia, Maribor",Prometna šola Maribor,Slovenia
5749,"Apr 20 - 21, 2013",German Open 2013,"Germany, Gütersloh",Janusz Korczak Gesamtschule,Germany
5750,"Apr 20 - 21, 2013",Minx Open 2013,"Belgium, Namur",IESN,Belgium
5751,"Apr 20 - 21, 2013",Polish Open 2013,"Poland, Lublin",Telewizja Polska SA Oddzia? w Lublinie,Poland
5752,"Apr 20, 2013",Monticello Open 2013,"Italy, Monticello Conte Otto (Vicenza)",Sala Civica Giovanni Bressan ,Italy
5758,"Apr 13, 2013",Murcia Open 2013,"Spain, Puente Tocinos, Murcia",Centro Municipal La Nave,Spain
5761,"Apr 6 - 7, 2013",Northern Irish Open 2013,"United Kingdom, Ballymoney, County Antrim",Ballymoney Town Hall,United Kingdom
5762,"Apr 6 - 7, 2013",Romanian Open 2013,"Romania, Cluj-Napoca",Polus Center,Romania
5763,"Apr 6 - 7, 2013",BW Open 2013,"Germany, Wendlingen am Neckar",Treffpunkt Stadtmitte,Germany
5772,"Apr 1, 2013",1 AVG 2013,"Netherlands, Delft",Scouting Paulus,Netherlands
5773,"Mar 30 - 31, 2013",Danish Special 2013,"Denmark, København",University of Copenhagen,Denmark
5775,"Mar 30 - 31, 2013",Stockholm Open 2013,"Sweden, Stockholm",Tekniska museet (Museum of science),Sweden
5783,"Mar 23 - 24, 2013",Serbian Open 2013,"Serbia, Belgrade",Delta City shopping mall,Serbia
5784,"Mar 23 - 24, 2013",Trieste Open 2013,"Italy, Trieste",Oratorio della Parrocchia dei Ss. Ermacora e Fortunato,Italy
5785,"Mar 23 - 24, 2013",Vantaa Open 2013,"Finland, Vantaa",Heureka Science Centre ,Finland
5789,"Mar 23, 2013",Rumia 2013,"Poland, Rumia","Dom Kultury SM ""Janowo""",Poland
5791,"Mar 16 - 17, 2013",Castellon Open 2013,"Spain, Castellón de la Plana",Hotel Doña Lola,Spain
5792,"Mar 16 - 17, 2013",Norwegian Championship 2013,"Norway, Oslo",University of Oslo,Norway
5794,"Mar 16, 2013",Sibiu Rubik Open 2013,"Romania, Sibiu",Hotel Ana,Romania
5796,"Mar 9 - 10, 2013",Italian Championship 2013,"Italy, Milano","Ludoteca ""La casa dei giochi""",Italy
5800,"Mar 9, 2013",Rybnik Open 2013,"Poland, Rybnik",Zespól Szkól Technicznych im. Stanislawa Staszica w Rybniku (Team of Technical Schools name Stanislaw Staszic in Rybnik),Poland
5801,"Mar 9, 2013",Galeries Dorian Open 2013,"France, Saint Etienne",Galeries Dorian,France
5805,"Mar 2 - 3, 2013",Zonhoven Open 2013,"Belgium, Zonhoven",Evenementenhal Zonhoven,Belgium
5808,"Mar 2 - 3, 2013",Cannes Open 2013,"France, Cannes",Palais des Festivals et des Congrès,France
5811,"Feb 23 - 24, 2013",Leicester Open 2013,"United Kingdom, Leicester, Leicestershire",LCB Depot,United Kingdom
5812,"Feb 23 - 24, 2013",Danish Open 2013,"Denmark, Lejre",Domus Felix,Denmark
5813,"Feb 23, 2013",Bergshamra 2013,"Sweden, Bergshamra",Bergshamra Bygdegård,Sweden
5817,"Feb 22 - 23, 2013",UAM Open 2013,"Spain, Madrid",Universidad Autónoma de Madrid,Spain
5819,"Feb 16 - 17, 2013",Velbert Open 2013,"Germany, Velbert",DJH Jugendgästehaus und Bildungsstätte Velbert,Germany
5823,"Feb 9 - 10, 2013",ARGO Open 2013,"Austria, Graz",TU Graz,Austria
5825,"Feb 2 - 3, 2013",Hessen Open 2013,"Germany, Lampertheim",Zehntscheune Lampertheim,Germany
5830,"Jan 27, 2013",100th Meeting in Kyiv 2013,"Ukraine, Kyiv","Children's Club ""Magic Candle""",Ukraine
5831,"Jan 26 - 27, 2013",Edinburgh Open 2013,"United Kingdom, Edinburgh, City of Edinburgh",University of Edinburgh,United Kingdom
5833,"Jan 26, 2013",Generalforsamlingen 2013,"Denmark, Odense",Odense Ungdomshus,Denmark
5834,"Jan 26, 2013",INSPIRIA 2013,"Norway, Sarpsborg",INSPIRIA science center,Norway
5835,"Jan 26, 2013",Molina Open 2013,"Spain, Molina de Segura",Centro Social de Fátima,Spain
5842,"Jan 12 - 13, 2013",Milan Winter Open 2013,"Italy, Milan","Ludoteca ""La casa dei giochi""",Italy
5843,"Jan 12 - 13, 2013",MIL Open 2013,"France, Rennes",MJC La Paillette,France
5859,"Dec 29, 2012",Tartu Open 2012,"Estonia, Tartu",Tartu Public Library,Estonia
5863,"Dec 22 - 23, 2012",Magic Cube Days 2012,"Germany, Barsbüttel",Bürgerhaus Barsbüttel,Germany
5864,"Dec 22 - 23, 2012",Puy de Dôme Open 2012,"France, Dallet",Salle Polyvalente,France
5869,"Dec 15, 2012",Romanian Nationals 2012,"Romania, Bucharest",Universitatea Tehnica de Consstructii Bucuresti,Romania
5872,"Dec 14 - 16, 2012",Spanish Championship 2012,"Spain, Granada",C. C. Serrallo Plaza,Spain
5875,"Dec 8 - 9, 2012",Finnish Open 2012,"Finland, Vantaa",Heureka Science Centre,Finland
5876,"Dec 8 - 9, 2012",Frankfurt Cube Days 2012,"Germany, Frankfurt",Volkshochschule Frankfurt,Germany
5877,"Dec 8 - 9, 2012",Italian Championship 2012,"Italy, Rome",Roma Scout Center,Italy
5878,"Dec 8 - 9, 2012",Jura Open 2012,"Poland, Zawiercie",OSIR 2,Poland
5879,"Dec 8 - 9, 2012",Kharkiv Winter 2012,"Ukraine, Kharkiv",National Yaroslav Mudryi Law Academy of Ukraine,Ukraine
5890,"Nov 24 - 25, 2012",Warszawa Open 2012,"Poland, Warsaw",Uczelnia Lazarskiego,Poland
5891,"Nov 24, 2012",Trondheim 2012,"Norway, Trondheim","The Norwegian University of Science and Technology (NTNU), Gløshaugen",Norway
5896,"Nov 17 - 18, 2012",Hasselt Open 2012,"Belgium, Hasselt",Vrijzinnig Ontmoetings Centrum Hasselt,Belgium
5900,"Nov 11, 2012",Sinuessa Open 2012,"Italy, Sessa Aurunca",,Italy
5902,"Nov 10 - 11, 2012",Aarhus Open 2012,"Denmark, Aarhus",Trøjborg Beboerhus,Denmark
5908,"Nov 3 - 4, 2012",Dutch Open 2012,"Netherlands, Voorburg",Sint-Maartenscollege,Netherlands
5909,"Nov 3 - 4, 2012",German Nationals 2012,"Germany, Neuss, NRW",Skihalle Neuss ,Germany
5910,"Nov 3 - 4, 2012",UK Open 2012,"United Kingdom, Leicester, Leicestershire",O2 Academy Leicester,United Kingdom
5912,"Nov 3, 2012",Phalsbourg Open 2012,"France, Phalsbourg",College Lycee St Antoine,France
5913,"Oct 27 - 28, 2012",Naoned Open 2012,"France, Nantes",Dupleix B,France
5915,"Oct 27 - 28, 2012",Estonian Open 2012,"Estonia, Tallinn",City Hotel Portus,Estonia
5919,"Oct 20 - 21, 2012",V-CUBE Spiel 2012,"Germany, Essen",Messe Essen,Germany
5926,"Oct 12 - 14, 2012",Euro 2012,"Poland, Wroclaw",Wielofunkcyjna Hala Sportowa,Poland
5928,"Oct 6 - 7, 2012",Swedish Championship 2012,"Sweden, Vårgårda",Tånga hed vandrarhem,Sweden
5929,"Oct 6 - 7, 2012",Milan Blind Day 2012,"Italy, Milan",Ludoteca La casa dei giochi,Italy
5930,"Oct 6 - 7, 2012",Munich Open 2012,"Germany, München",Haus International,Germany
5939,"Sep 23, 2012",Oslo Fall 2012,"Norway, Oslo",Cisco,Norway
5940,"Sep 22 - 23, 2012",Latvian Open 2012,"Latvia, Riga",Riga Technical University,Latvia
5942,"Sep 22 - 23, 2012",Basauri Open 2012,"Spain, Basauri (Bilbao)",Centro Cívico Basozelai,Spain
5943,"Sep 22 - 23, 2012",Schleswig-Holstein Open 2012,"Germany, Stubbendorf, Schleswig-Holstein",Veranstaltungshalle Stubbendorf,Germany
5945,"Sep 22, 2012",Industrial Cube 2012,"Poland, Stalowa Wola",MDK Stalowa Wola,Poland
5947,"Sep 22, 2012",Amstelveen Open 2012,"Netherlands, Amstelveen","Keizer Karel College, Amstelveen",Netherlands
5949,"Sep 15 - 16, 2012",Eindhoven Open 2012,"Netherlands, Eindhoven",De Rondweg,Netherlands
5951,"Sep 8 - 9, 2012",Hungarian Open 2012,"Hungary, Budapest",Klauzál Ház,Hungary
5957,"Sep 1 - 2, 2012",Dolmen Open 2012,"France, Gennes",Salle des loisirs,France
5958,"Sep 1, 2012",Helsinki Open 2012,"Finland, Helsinki",Kamppi Shopping Center,Finland
5960,"Aug 31 - Sep 1, 2012",Galeries Lafayette Open 2012,"France, Paris",Galeries Lafayette,France
5963,"Aug 25 - 26, 2012",Haute-Patate Open 2012,"France, Champlitte",Collège Leroi Gourhan,France
5964,"Aug 25 - 26, 2012",Moves are for n00bs 2012,"Netherlands, Enschede",IJsclub Lonneker,Netherlands
5965,"Aug 25 - 26, 2012",N8W8 Summer 2012,"Belgium, Zonhoven",Youth Center N8W8,Belgium
5969,"Aug 18 - 19, 2012",Oleksandriia Open 2012,"Ukraine, Oleksandriia",Palace of Sports,Ukraine
5973,"Aug 18, 2012",Valgame Open 2012,"Spain, Lo Pagan, Murcia",El Válgame,Spain
5985,"Aug 4 - 5, 2012",Polish Nationals 2012,"Poland, Starogard Gdanski",Zespol Szkol Ekonomicznych,Poland
5989,"Jul 29, 2012",Beneventum Open 2012,"Italy, Benevento",Cralpostecampania,Italy
5990,"Jul 28 - 29, 2012",BiH Open 2012,"Bosnia and Herzegovina, Sarajevo",Mathematical Grammar School,Bosnia and Herzegovina
5992,"Jul 28, 2012",Podolian Open 2012,"Ukraine, Khmelnytskyi",Chess Club,Ukraine
5995,"Jul 21 - 22, 2012",Vårgårda Open 2012,"Sweden, Vårgårda",Tånga Hed Vandrarhem,Sweden
5996,"Jul 21, 2012",GEL Open 2012,"Austria, Vienna",Jugendgästehaus Wien,Austria
5999,"Jul 20 - 21, 2012",Typhoon Open 2012,"France, Ecully",EXIA CESI Ecully,France
6001,"Jul 14 - 15, 2012",FLIP Open 2012,"France, Parthenay",Festival Ludique International de Parthenay,France
6003,"Jul 14 - 15, 2012",Weston-super-Mare 2012,"United Kingdom, Weston-super-Mare, Somerset",The Winter Gardens,United Kingdom
6004,"Jul 13 - 15, 2012",Czech Open 2012,"Czech Republic, Pardubice",Playhall,Czech Republic
6006,"Jul 7 - 8, 2012",Granada Open 2012,"Spain, Granada",IES Pedro Soto de Rojas,Spain
6007,"Jul 7 - 8, 2012",Saarland Open 2012,"Germany, Saarbrücken, Saarland",Jugendzentrum Försterstraße,Germany
6010,"Jun 30 - Jul 1, 2012",La Montagne Open 2012,"France, La Montagne",Espace jeunesse AJI,France
6012,"Jun 30, 2012",Silesia Open 2012,"Poland, Swierklany",Szkola Podstawowa nr 2 im. sw. Jadwigi,Poland
6015,"Jun 23 - 24, 2012",Aachen Summer 2012,"Germany, Aachen, NRW",RWTH Aachen University,Germany
6016,"Jun 23 - 24, 2012",Romanian Open 2012,"Romania, Cluj Napoca",Polus Center,Romania
6020,"Jun 16 - 17, 2012",Karstula Open 2012,"Finland, Karstula",Wanhat Wehkeet,Finland
6026,"Jun 9 - 10, 2012",Italian Open 2012,"Italy, Milan","Ludoteca ""La casa dei giochi""",Italy
6027,"Jun 9, 2012",Iceland Open 2012,"Iceland, Reykjavik",Háskólinn í Reykjavík,Iceland
6028,"Jun 8, 2012",Tallinn Open 2012,"Estonia, Tallinn",Gustav Adolf Grammar School,Estonia
6038,"May 26 - 27, 2012",Ballerup Open 2012,"Denmark, Ballerup",Vårbuen,Denmark
6040,"May 26 - 27, 2012",Polish Open 2012,"Poland, Bialystok",WSFIZ - Wyzsza Szkola Finansow i Zarzadzania w Bialymstoku,Poland
6048,"May 19 - 20, 2012",NEMO Amsterdam Open 2012,"Netherlands, Amsterdam","NEMO, Amsterdam Science Centre",Netherlands
6050,"May 19 - 20, 2012",Vesoul Open 2012,"France, Vesoul",La Fontaine aux Vins,France
6058,"May 12 - 13, 2012",Berlin Open 2012,"Germany, Berlin",DJH Jugendherberge Berlin International,Germany
6059,"May 12, 2012",Serbian Open 2012,"Serbia, Belgrade",Mathematical Grammar School,Serbia
6060,"May 12, 2012",Galeries Dorian Open 2012,"France, Saint-Étienne",Galeries Dorian,France
6064,"May 5, 2012",Rubikaz Anniversary Open 2012,"Spain, Puente Tocinos",Centro Municipal LA NAVE,Spain
6068,"Apr 29, 2012",Legnano Open 2012,"Italy, Legnano",Ristorante Il Giardino,Italy
6069,"Apr 28 - 29, 2012",BW Open 2012,"Germany, Weingarten, Baden-Württemberg",Hotel-Restaurant Rössle,Germany
6070,"Apr 28 - 29, 2012",Diñs Open 2012,"France, Saint-Grégoire",Salle de la Ricoquais (Saint-Grégoire),France
6072,"Apr 28 - 29, 2012",Zune Open 2012,"Belgium, Namur",Le Chalet,Belgium
6073,"Apr 28, 2012",Trondheim Spring 2012,"Norway, Trondheim",Norwegian University of Science and Technology,Norway
6075,"Apr 22, 2012",Bacau Open 2012,"Romania, Bacau",Arena Mall,Romania
6076,"Apr 21 - 22, 2012",Ukraine Open 2012,"Ukraine, Kyiv","National Technical Univercity of Ukraine ""Kyiv Politechnic Institute""",Ukraine
6080,"Apr 21, 2012",Cubing Spring Grudziadz 2012,"Poland, Grudziadz",Complex of Technical Schools J.J. Sniadeckich,Poland
6081,"Apr 20, 2012",France 2012,"France, Paris",Novotel Les Halles,France
6083,"Apr 15, 2012",Tiburtinae Open 2012,"Italy, Rome",Parco dei monti Tiburtini,Italy
6085,"Apr 14 - 15, 2012",Slovenian Open 2012,"Slovenia, Maribor",Prometna šola Maribor,Slovenia
6086,"Apr 14 - 15, 2012",German Open 2012,"Germany, Gütersloh",Janusz Korczak Gesamtschule,Germany
6088,"Apr 14 - 15, 2012",Rapid Dash Open 2012,"United Kingdom, Guildford, Surrey",The Trinity Centre,United Kingdom
6096,"Apr 6 - 8, 2012",Danish Open 2012,"Denmark, Odense",Odense Ungdomshus,Denmark
6098,"Apr 1, 2012",Schio Open 2012,"Italy, Schio",Istituto Salesiano Don Bosco,Italy
6099,"Mar 31 - Apr 1, 2012",Austrian Open 2012,"Austria, Vienna",Jugendgästehaus Wien,Austria
6104,"Mar 24 - 25, 2012",Castellon Open 2012,"Spain, Castellón de la Plana",Hotel Doña Lola,Spain
6110,"Mar 10 - 11, 2012",Milan Cube Open 2012,"Italy, Milan",Ludoteca La casa dei giochi,Italy
6112,"Mar 3 - 4, 2012",Twente Open 2012,"Netherlands, Enschede",DGT Digital Game Technology,Netherlands
6119,"Feb 25 - 26, 2012",Zonhoven Open 2012,"Belgium, Zonhoven",Jeugdlokaal evenementenhal Zonhoven,Belgium
6120,"Feb 25 - 26, 2012",Altbier 2012,"Germany, Düsseldorf",Gemeindehaus Diezelweg,Germany
6124,"Feb 18 - 19, 2012",Norwegian Championship 2012,"Norway, Trondheim",Norwegian University of Science and Technology,Norway
6125,"Feb 18 - 19, 2012",Breizh Open 2012,"France, Rennes",Maison Héloïse,France
6127,"Feb 18 - 19, 2012",Cannes Open 2012,"France, Cannes",Festival International des Jeux  Venue,France
6130,"Feb 11 - 12, 2012",Irish Open 2012,"Ireland, Tuam",Ard Rí House Hotel,Ireland
6131,"Feb 11 - 12, 2012",Lyon Winter Open 2012,"France, Lyon",École Normale Supérieure de Lyon,France
6138,"Feb 4 - 5, 2012",Hessen Open 2012,"Germany, Lampertheim",Zehntscheune Lampertheim,Germany
6144,"Jan 28, 2012",Generalforsamlingen 2012,"Denmark, Odense",Odense Ungdomshus,Denmark
6148,"Jan 26 - 27, 2012",Barcelona Winter Open 2012,"Spain, Barcelona",Universitat Politècnica de Catalunya,Spain
6155,"Jan 14, 2012",Bucharest Open 2012,"Romania, Bucharest",ASE University,Romania
6168,"Dec 17 - 18, 2011",Magic Open 2011,"France, Navenne",Centre DE GAULLE,France
6169,"Dec 17 - 18, 2011",Puy de Dome Open 2011,"France, Dallet",Salle Polyvalente,France
6170,"Dec 17, 2011",Mantua Winter 2011,"Italy, Mantova",Politecnico di Milano - Polo territoriale di Mantova,Italy
6172,"Dec 17, 2011",Dutch Nationals 2011,"Netherlands, Zaandam",De Koekfabriek,Netherlands
6173,"Dec 17, 2011",Kociewie Open 2011,"Poland, Starogard Gdanski",I Liceum Ogolnoksztalcace,Poland
6176,"Dec 16 - 18, 2011",Spanish Championship 2011,"Spain, Valencia",Gran Turia Shoping Center,Spain
6177,"Dec 11, 2011",Roma Winter Open 2011,"Italy, Rome",Galactus,Italy
6179,"Dec 10 - 11, 2011",Finnish Open 2011,"Finland, Vantaa",Congregations house,Finland
6180,"Dec 10 - 11, 2011",German Nationals 2011,"Germany, Gütersloh",Janusz Korczak Gesamtschule,Germany
6182,"Dec 10, 2011",Tartu Open 2011,"Estonia, Tartu",Tartu Public Library,Estonia
6191,"Nov 26 - 27, 2011",Spørring Cube Days 2011,"Denmark, Spørring",Spørring Ungdomsklub,Denmark
6192,"Nov 26 - 27, 2011",Swedish Cubedays 2011,"Sweden, Stockholm",Blackebergs gymnasium,Sweden
6194,"Nov 26 - 27, 2011",Munich Open 2011,"Germany, Munich, Bavaria",Haus International,Germany
6201,"Nov 19 - 20, 2011",Spols Open 2011,"Belgium, Brussels",Institut Meurice,Belgium
6202,"Nov 19 - 20, 2011",Croatian Open 2011,"Croatia, Zagreb",City Centar One,Croatia
6204,"Nov 19, 2011",Trondheim Fall 2011,"Norway, Trondheim",Norwegian University of Science and Technology,Norway
6208,"Nov 12 - 13, 2011",Trentin Open 2011,"Italy, Rovereto",Oratorio Rosmini,Italy
6209,"Nov 12 - 13, 2011",UK Open 2011,"United Kingdom, Bristol, City of Bristol",Armada House,United Kingdom
6217,"Nov 5 - 6, 2011",Cachan Open 2011,"France, Cachan",École normale supérieure de Cachan Venue,France
6218,"Nov 5, 2011",Cube Factory 2011,"Poland, Lodz",XXVI Liceum Ogolnoksztalcace im. K. K. Baczynskiego,Poland
6224,"Oct 29 - 30, 2011",Naoned Open 2011,"France, Nantes",Rue de la Barbinais,France
6225,"Oct 29 - 30, 2011",Dutch Open 2011,"Netherlands, Eindhoven",Mikrocentrum,Netherlands
6230,"Oct 22 - 23, 2011",V-CUBE Spiel 2011,"Germany, Essen",Messe Essen,Germany
6234,"Oct 8 - 9, 2011",Estonian Open 2011,"Estonia, Tallinn",City Hotel Portus,Estonia
6236,"Oct 8, 2011",Amstelveen Open 2011,"Netherlands, Amstelveen","Keizer Karel College, Amstelveen",Netherlands
6242,"Oct 1 - 2, 2011",Italian Open 2011,"Italy, Florence",Teatro Saschall,Italy
6245,"Sep 24 - 25, 2011",Lyon Open 2011,"France, Lyon",Université Lyon 1,France
6246,"Sep 24 - 25, 2011",Poznan Open 2011,"Poland, Poznan",VIII Liceum Ogolnoksztalcace,Poland
6249,"Sep 18, 2011",Austrian Open 2011,"Austria, Vienna",t.b.a.,Austria
6250,"Sep 17 - 18, 2011",Basauri Open 2011,"Spain, Basauri (Bilbao)",Centro Cívico Basozelai,Spain
6251,"Sep 17 - 18, 2011",Swedish Championship 2011,"Sweden, Stockholm",Park Folkets Hus,Sweden
6253,"Sep 16 - 17, 2011",Galeries Lafayette Open 2011,"France, Paris",Galeries Lafayette,France
6256,"Sep 4, 2011",Milan Blind Day 2011,"Italy, Milan",Ludoteca,Italy
6258,"Sep 3 - 4, 2011",Hungarian Open 2011,"Hungary, Budapest",Klauzál Ház,Hungary
6274,"Aug 20 - 21, 2011",Danish Special 2011,"Denmark, Hillerød",Lille Sverige,Denmark
6278,"Aug 14, 2011",Válgame Open 2011,"Spain, Lo Pagan, Murcia",El Válgame,Spain
6280,"Aug 13 - 14, 2011",Polish Nationals 2011,"Poland, Starogard Gdański",Hala Agro-Kociewie ,Poland
6281,"Aug 13 - 14, 2011",Düsseldorf Open 2011,"Germany, Düsseldorf",Gemeindehaus Diezelweg,Germany
6285,"Aug 6 - 7, 2011",Blind Open 2011,"France, La Montagne",Hippolyte's house,France
6295,"Jul 30 - 31, 2011",Guildford Summer Open 2011,"United Kingdom, Guildford, Surrey",The Trinity Centre,United Kingdom
6301,"Jul 29 - 30, 2011",Barcelona Open 2011,"Spain, Sant Cugat (Barcelona)",Casal Jove Torreblanca,Spain
6303,"Jul 23, 2011",Castelbelforte Cube Battle 2011,"Italy, Mantova",Brancaleoni Mansion,Italy
6304,"Jul 23, 2011",Swierklany Open 2011,"Poland, Swierklany",Szkola Podstawowa nr 2 im. sw. Jadwigi,Poland
6312,"Jul 15 - 17, 2011",Czech Open 2011,"Czech Republic, Pardubice",Playhall,Czech Republic
6316,"Jul 9, 2011",Veneto Open 2011,"Italy, Vedelago","Ristorante ""Da Cecchetto""",Italy
6317,"Jul 2 - 3, 2011",Dolmen Open 2011,"France, Gennes",Salle des Loisirs,France
6319,"Jun 26, 2011",Skårup Last Chance 2011,"Denmark, Skårup",Skårup Mellemvej 10,Denmark
6322,"Jun 25 - 26, 2011",Schleswig-Holstein Open 2011,"Germany, Stubbendorf, Schleswig-Holstein",Veranstaltungshalle Stubbendorf,Germany
6329,"Jun 18 - 19, 2011",Vårgårda Open 2011,"Sweden, Vårgårda",Tånga Hed Vandrarhem (Hostel),Sweden
6330,"Jun 18, 2011",Tallinn Open 2011,"Estonia, Tallinn",Rotermann Quarter,Estonia
6333,"Jun 11 - 12, 2011",Big CubingItaly Open 2011,"Italy, Milan","Ludoteca ""La casa dei giochi""",Italy
6336,"Jun 10 - 12, 2011",Alania Open 2011,"Germany, Aachen",Studentenwohnheim Alania,Germany
6338,"Jun 4, 2011",3Mola Open 2011,"Poland, Gdansk",Pier-Brzezno,Poland
6342,"May 28 - 29, 2011",Montpellier Open 2011,"France, Montpellier",Université Montpellier 2,France
6347,"May 28, 2011",GHS Ingenhovenpark Open 2011,"Germany, Nettetal-Lobberrich",GHS Am Ingenhovenpark,Germany
6350,"May 21 - 22, 2011",Romanian Open 2011,"Romania, Cluj Napoca",Polus Center,Romania
