Unnamed: 0,date,name,country,venue,clean_country
1831,"Nov 17, 2018",Gdańsk Side Day 2018,"Poland, Gdańsk",Novotel Marina,Poland
1833,"Nov 17, 2018",Macedonia Open 2018,"North Macedonia, Skopje","Ss. Cyril and Methodius University, Faculty of Forestry",North Macedonia
1834,"Nov 17, 2018",Project Jastrzębie-Zdrój 2018,"Poland, Jastrzębie-Zdrój",Dom Sołecki,Poland
1841,"Nov 16 - 18, 2018",Pikkujoulut 2018,"Finland, Vantaa",Monitoimitila Arkki,Finland
1846,"Nov 10 - 11, 2018",Luxembourg Open 2018,"Luxembourg, Luxembourg",Centre sociétaire et sportif,Luxembourg
1847,"Nov 10 - 11, 2018",Fuengirola Cubea 2018,"Spain, Fuengirola, Málaga","Complejo Deportivo Juan Gómez ""Juanito""",Spain
1849,"Nov 10 - 11, 2018",Kvissel Fall 2018,"Denmark, Kvissel",Kvissel Fritidshus,Denmark
1850,"Nov 10 - 11, 2018",Les Automnales 2018,"Switzerland, Genève",Palexpo,Switzerland
1851,"Nov 10 - 11, 2018",Ljubljana Open 2018,"Slovenia, Ljubljana",Balassi Intézet,Slovenia
1854,"Nov 10, 2018",Meppel Open 2018,"Netherlands, Meppel",Wijkcentrum De Poele,Netherlands
1858,"Nov 10, 2018",CFL Sieradz 2018,"Poland, Sieradz",Szkoła Podstawowa Gminy Sieradz im. Jana Pawła II,Poland
1862,"Nov 10, 2018",U.R.A. Big Blind 2018,"Romania, Bucuresti",Universitatea Romano Americana,Romania
1864,"Nov 9 - 11, 2018",Smart Cube Fest 2018,"Ukraine, Kiev",Ukrainian House,Ukraine
1866,"Nov 3 - 4, 2018",German Big Cube Open 2018,"Germany, Düsseldorf",Haus der Jugend Düsseldorf,Germany
1869,"Nov 3 - 4, 2018",Swiss Science Open 2018,"Switzerland, Winterthur",Swiss Science Center,Switzerland
1874,"Nov 3 - 4, 2018",Barby Cube Open 2018,"France, Barby",Ecole élémentaire,France
1881,"Nov 3, 2018",Project Łuków 2018,"Poland, Łuków",I Liceum Ogólnokształcące im. Tadeusza Kościuszki w Łukowie,Poland
1887,"Nov 2 - 4, 2018",Italian Championship 2018,"Italy, Rome",Hotel Midas,Italy
1888,"Nov 2 - 4, 2018",Nordic Championship 2018,"Sweden, Vårgårda",Tångahallen,Sweden
1897,"Oct 27 - 28, 2018",Kubekings Villanueva Open 2018,"Spain, Villanueva de la Cañada, Madrid",Polideportivo Santiago Apóstol,Spain
1899,"Oct 27 - 28, 2018",Munich Open 2018,"Germany, Unterhaching",Hachinga Halle,Germany
1907,"Oct 27 - 28, 2018",Zonhoven Autumn Open 2018,"Belgium, Zonhoven",Evenementenhal Zonhoven,Belgium
1915,"Oct 26 - 28, 2018",Polish Championship 2018,"Poland, Bydgoszcz",Galeria Handlowa Zielone Arkady,Poland
1916,"Oct 26 - 28, 2018",UK Championship 2018,"United Kingdom, Stevenage, Hertfordshire",The Forum,United Kingdom
1918,"Oct 26 - 27, 2018",Toulon Open 2018,"France, Toulon",Centre Commercial Mayol,France
1925,"Oct 20 - 21, 2018",Oulu Open 2018,"Finland, Oulu",Tiedekeskus Tietomaa,Finland
1929,"Oct 20 - 21, 2018",GLS Cup V 2018,"Poland, Gdańsk",Novotel Marina,Poland
1930,"Oct 20 - 21, 2018",Kjeller Open 2018,"Norway, Kjeller",Kjeller School,Norway
1936,"Oct 20, 2018",Pszczyna Open 2018,"Poland, Pszczyna",III Liceum Ogólnokształcące w Zespole Szkół nr 1 w Pszczynie (http://www.zs1pszczyna.pl/),Poland
1944,"Oct 13 - 14, 2018",Dutch Open 2018,"Netherlands, Voorburg",Sint-Maartenscollege,Netherlands
1947,"Oct 13 - 14, 2018",LLS Meeting Days 2018,"Poland, Lublin",I Liceum Ogólnokształcące im. Stanisława Staszica w Lublinie,Poland
1949,"Oct 13 - 14, 2018",Montpellier Open 2018,"France, Pérols (Montpellier)",Parc des Expositions de Montpellier,France
1951,"Oct 13 - 14, 2018",Argovia Open 2018,"Switzerland, Bremgarten",Gemeindesaal Hermetschwil-Staffeln,Switzerland
1957,"Oct 13, 2018",Sebes Autumn 2018,"Romania, Sebes",Colegiul Naţional “Lucian Blaga”,Romania
1962,"Oct 12 - 14, 2018",Skottegårdsskolen Open 2018,"Denmark, Kastrup",Skottegårdsskolen,Denmark
1963,"Oct 12 - 14, 2018",Spain 2018,"Spain, Pamplona, Navarra",Frontón Labrit,Spain
1964,"Oct 12 - 14, 2018",Ukrainian Nationals 2018,"Ukraine, Lviv",Tech Startup School,Ukraine
1968,"Oct 6 - 7, 2018",Ekonomik Elektryk Cube Race 2018,"Poland, Opole",Zespół Szkół Elektrycznych im. Tadeusza Kościuszki w Opolu,Poland
1972,"Oct 6 - 7, 2018",Sicily Open 2018,"Italy, Catania",Borghetto Europa,Italy
1974,"Oct 6 - 7, 2018",Bački Petrovac Open 2018,"Serbia, Bački Petrovac","Sportska Hala Osnovne Škole  ""Jan Čajak""",Serbia
1975,"Oct 6 - 7, 2018",Bartebyen 2018,"Norway, Trondheim","Realfagsbygget, NTNU, Gløshaugen",Norway
1977,"Oct 6 - 7, 2018",Paris Open 2018,"France, Paris",Gymnase de l'Ecole Sainte Marthe,France
1986,"Sep 30, 2018",Swisscubing FMC 2018,"Switzerland, Multiple cities",See the website,Switzerland
1989,"Sep 29 - 30, 2018",Arnold Open 2018,"Spain, L'Hospitalet de Llobregat, Barcelona",Fira Barcelona Gran Via,Spain
1992,"Sep 29 - 30, 2018",PBQ Belgium 2018,"Belgium, Marbais",Ecole de Marbais,Belgium
2005,"Sep 28 - 30, 2018",Hungarian Open 2018,"Hungary, Budapest",Lurdy Konferencia- és Rendezvényközpont,Hungary
2007,"Sep 22 - 23, 2018",Dragon Cubing 2018,"Poland, Kraków",Centrum Sztuki SOLVAY,Poland
2008,"Sep 22 - 23, 2018",Dutch Nationals 2018,"Netherlands, Hoogland",Dorpshuis De Neng,Netherlands
2009,"Sep 22 - 23, 2018",Monnem City Cubing 2018,"Germany, Mannheim",Karl-Friedrich-Gymnasium,Germany
2010,"Sep 22 - 23, 2018",Sandnes Open 2018,"Norway, Sandnes",Austrått Bydelshus,Norway
2012,"Sep 22 - 23, 2018",Stratford-upon-Avon Open 2018,"United Kingdom, Stratford-upon-Avon, Warwickshire",Stratford-upon-Avon College,United Kingdom
2022,"Sep 21 - 23, 2018",Swiss Nationals 2018,"Switzerland, Thun",Alte Reithalle,Switzerland
2026,"Sep 15 - 16, 2018",LLS VII Final 2018,"Poland, Lublin",I Liceum Ogólnokształcące im. Stanisława Staszica w Lublinie,Poland
2030,"Sep 15 - 16, 2018",Greece Autumn 2018,"Greece, Piraeus",13o Gymnasio Pirea,Greece
2035,"Sep 15 - 16, 2018",Canarias Open 2018,"Spain, Las Palmas de Gran Canaria",Centro Comercial El Muelle,Spain
2036,"Sep 15 - 16, 2018",Cube Factory Częstochowa 2018,"Poland, Częstochowa",Miejski Dom Kultury,Poland
2037,"Sep 15 - 16, 2018",Danish Open 2018,"Denmark, Lejre",Domus Felix,Denmark
2039,"Sep 15, 2018",Botosani Cube Day 2018,"Romania, Botosani",Uvertura Mall Botosani,Romania
2048,"Sep 9, 2018",Poznań Fanatic Cube 2018,"Poland, Poznań",Centrum Sportu i Rozrywki,Poland
2052,"Sep 8 - 9, 2018",Estonian Open 2018,"Estonia, Tallinn",Tallinn University of Applied Sciences,Estonia
2053,"Sep 8 - 9, 2018",Italian Open 2018,"Italy, Gessate","Palestra Scuola Primaria ""A. Diaz""",Italy
2056,"Sep 8 - 9, 2018",Champagne Open 2018,"France, Reims",Salle des fêtes de Tinqueux,France
2057,"Sep 8 - 9, 2018",Tembleque Open 2018,"Spain, Tembleque, Toledo",Ayuntamiento de Tembleque,Spain
2058,"Sep 8, 2018",Sofia Autumn 2018,"Bulgaria, Sofia",Technical University of Sofia,Bulgaria
2070,"Sep 7 - 9, 2018",German Nationals 2018,"Germany, Unterhaching",Hachinga Halle,Germany
2074,"Sep 2, 2018",Zhytomyr Open 2018,"Ukraine, Zhytomyr",Gnatyuk Art Centre,Ukraine
2075,"Sep 1 - 2, 2018",Swisscubing Cup III 2018,"Switzerland, Bern",Christliche Schule Bern,Switzerland
2076,"Sep 1 - 2, 2018",Fredrikstad Open 2018,"Norway, Fredrikstad",Borge ungdomsskole,Norway
2080,"Sep 1 - 2, 2018",Baia Mare North Open 2018,"Romania, Baia Mare",Colegiul National Gheorghe Sincai,Romania
2081,"Sep 1 - 2, 2018",Bilbao Open 2018,"Spain, Bilbao",Bilborock,Spain
2082,"Sep 1 - 2, 2018",Croatian Open 2018,"Croatia, Osijek",Ekonomski fakultet u Osijeku,Croatia
2086,"Sep 1, 2018",Sigulda Open 2018,"Latvia, Sigulda",Siguldas 1. pamatskola,Latvia
2091,"Aug 25 - 26, 2018",Sens Open 2018,"France, Sens",Salle des fêtes Maillot,France
2093,"Aug 25 - 26, 2018",YJ Fest Belarus 2018,"Belarus, Minsk",Palace of Children and Youth,Belarus
2094,"Aug 25 - 26, 2018",ABHC 2018,"United Kingdom, Crawley, West Sussex",Hazelwick School,United Kingdom
2107,"Aug 24 - 26, 2018",Ark 2018,"Finland, Vantaa",Monitoimitila Arkki,Finland
2118,"Aug 18 - 19, 2018",Bratislava Mental Breakdown 2018,"Slovakia, Bratislava",Slovak University of Technology,Slovakia
2122,"Aug 18 - 19, 2018",GLS Cup IV 2018,"Poland, Gdańsk",Novotel Marina,Poland
2133,"Aug 17 - 18, 2018",Zwolle Open 2018,"Netherlands, Zwolle",SIO Zwolle,Netherlands
2137,"Aug 11 - 12, 2018",Belgian Summer 2018,"Belgium, Nieuwkerken-Waas",Centrum Ten Bos,Belgium
2138,"Aug 11 - 12, 2018",Brno Open 2018,"Czech Republic, Brno",Beta Control Ltd.,Czech Republic
2139,"Aug 11 - 12, 2018",Constanta Cube Days 2018,"Romania, Constanța","Liceul Teoretic ""Ovidius""",Romania
2142,"Aug 11 - 12, 2018",Kharkiv Open 2018,"Ukraine, Kharkiv","Jewish Cultural Center ""Beit Dan""",Ukraine
2149,"Aug 11, 2018",Sala Summer Blind 2018,"Sweden, Sala",The Pentecostal Church of Sala,Sweden
2155,"Aug 10 - 12, 2018",Dåstrup Sleepover 2018,"Denmark, Dåstrup",Dåstrup Forsamlingshus,Denmark
2168,"Aug 4 - 5, 2018",Project Radom 2018,"Poland, Radom",XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Polskich Noblistów w Radomiu,Poland
2169,"Aug 4 - 5, 2018",Franconia Open 2018,"Germany, Nürnberg",Rückersdorf,Germany
2171,"Aug 4, 2018",Swisscubing Better Be Quick 2018,"Switzerland, Blonay",Ancien Stand de Blonay,Switzerland
2177,"Jul 31, 2018",Project Biała Podlaska 2018,"Poland, Biała Podlaska",IV Liceum Ogólnokształcące im. S. Staszica,Poland
2183,"Jul 28 - 29, 2018",Welcome to Brest 2018,"Belarus, Brest",Brest Athletics Arena,Belarus
2186,"Jul 28, 2018",Project Zamość 2018,"Poland, Zamość",Kręgielnia Balaboom,Poland
2189,"Jul 27 - 29, 2018",Mariupol Open 2018,"Ukraine, Mariupol","City ​​palace of culture ""Ukrainian House""",Ukraine
2202,"Jul 21 - 22, 2018",Slovakian Summer 2018,"Slovakia, Bratislava",Slovak University of Technology,Slovakia
2216,"Jul 19 - 22, 2018",WCA Euro 2018,"Spain, Madrid",Glass Pavilion,Spain
2224,"Jul 14 - 15, 2018",Uzhgorod Summer 2018,"Ukraine, Uzhgorod","Hotel ""Guest House""",Ukraine
2226,"Jul 14 - 15, 2018",Cologne Open 2018,"Germany, Rösrath",Freiherr-vom-Stein-Schule Gymnasium Rösrath,Germany
2228,"Jul 14 - 15, 2018",FLIP Open 2018,"France, Parthenay",Palais des Congrès,France
2231,"Jul 14 - 15, 2018",Irish Championship 2018,"Ireland, Lucan, Dublin",Lucan Community College,Ireland
2248,"Jul 8, 2018",Only Mental Lyon 2018,"France, Lyon",Maison des fêtes et des familles de La Duchère,France
2253,"Jul 7 - 8, 2018",SC Cup II 2018,"Switzerland, Sonvico",Sala Multiuso Sonvico,Switzerland
2255,"Jul 7 - 8, 2018",GLS Cup III 2018,"Poland, Gdańsk",Novotel Marina,Poland
2260,"Jul 5, 2018",Project Nowa Słupia 2018,"Poland, Nowa Słupia",Szkoła Podstawowa imienia Bohaterów Powstania Styczniowego w Nowej Słupi,Poland
2261,"Jul 1, 2018",Monza Euro Warmup 2018,"Italy, Monza",Oratorio di Sant'Albino,Italy
2270,"Jun 30 - Jul 1, 2018",Peterborough Open 2018,"United Kingdom, Peterborough, Cambridgeshire",Great Northern Hotel,United Kingdom
2271,"Jun 30 - Jul 1, 2018",Swedish Decathlon Challenge 2018,"Sweden, Flen",Aktivitetshuset Skjortan,Sweden
2272,"Jun 30 - Jul 1, 2018",Vantaa Open 2018,"Finland, Vantaa",Tikkurilan lukio,Finland
2274,"Jun 30, 2018",Tallinn Open 2018,"Estonia, Tallinn",Tallinn University of Applied Sciences,Estonia
2279,"Jun 30, 2018",LLS VI 2018,"Poland, Lublin",I Liceum Ogólnokształcące im. Stanisława Staszica w Lublinie,Poland
2288,"Jun 23 - 24, 2018",Byczy Cube Race 2018,"Poland, Byczyna","Zespół Szkół w Byczynie, 46-220 Byczyna, Polanowice 92",Poland
2291,"Jun 23 - 24, 2018",Veenendaal Open 2018,"Netherlands, Veenendaal",Sporthal Veenendaal-West,Netherlands
2292,"Jun 23 - 24, 2018",Zentralschweiz 2018,"Switzerland, Hünenberg",Mehrzwecksaal Schulhaus Kemmatten,Switzerland
2294,"Jun 23 - 24, 2018",Nantes Open 2018,"France, Nantes",Maison des habitants et du citoyen,France
2301,"Jun 23, 2018",Cube Factory League Final 2018,"Poland, Łódź",Łódzki Dom Kultury,Poland
2309,"Jun 16 - 17, 2018",El Escorial Open 2018,"Spain, El Escorial, Madrid",Polideportivo Municipal de El Escorial,Spain
2310,"Jun 16 - 17, 2018",Lier Open 2018,"Norway, Drammen",Lier Videregående Skole,Norway
2319,"Jun 16, 2018",Project Warszawa 2018,"Poland, Warszawa",SWPS,Poland
2322,"Jun 15 - 17, 2018",Tårnby Cube Træf 2018,"Denmark, Tårnby",Løjtegårdsskolens festsal,Denmark
2324,"Jun 15, 2018",Georgia Open 2018,"Georgia, Tbilisi",Logos International Academy,Georgia
2329,"Jun 10, 2018",Hem MariCubik Open 2018,"France, Hem",Salle Diligent,France
2331,"Jun 10, 2018",Project Mielec 2018,"Poland, Mielec",Zespół Szkół Technicznych,Poland
2336,"Jun 9 - 10, 2018",Iceland Nationals 2018,"Iceland, Reykjavik",Háskólinn Reykjavík / Reykjavik university,Iceland
2340,"Jun 9, 2018",Roma3 Al Cubo 2018,"Italy, Roma",Dipartimento di Ingegneria - Roma3,Italy
2346,"Jun 8 - 10, 2018",Pulmapelipäivät 2018,"Finland, Vaasa",Original Sokos Hotel Vaakuna,Finland
2349,"Jun 6, 2018",Heimaey Open 2018,"Iceland, Vestmannaeyjabær",Framhaldsskólinn í Vestmannaeyjum,Iceland
2354,"Jun 2 - 3, 2018",L'Open du Berry 2018,"France, Bourges",Campus de la CCI,France
2355,"Jun 2 - 3, 2018",Hastings Open 2018,"United Kingdom, Hastings, East Sussex",White Rock Theatre,United Kingdom
2356,"Jun 2 - 3, 2018",Hotel Cube 2018,"Switzerland, Savognin",Hotel Cube Savognin,Switzerland
2359,"Jun 2 - 3, 2018",Schwandorf Open 2018,"Germany, Schwandorf",Oberpfalzhalle,Germany
2365,"Jun 2, 2018",Ibi Open 2018,"Spain, Ibi - Alicante",Comparsa Tuareg,Spain
2371,"Jun 1 - 3, 2018",Ukrainian Open 2018,"Ukraine, Kiev",Ukrainian House,Ukraine
2375,"May 27, 2018",CFL Domaniewice 2018,"Poland, Domaniewice",Gimnazjum Publiczne im. Władysława Stanisława Reymonta,Poland
2377,"May 27, 2018",Slovakian Cube Day 2018,"Slovakia, Bratislava",Hotel Modena Bratislava,Slovakia
2381,"May 26 - 27, 2018",Romanian Cubing Open 2018,"Romania, Cluj-Napoca",Vivo Center (fostul Polus),Romania
2385,"May 26 - 27, 2018",GeniusKid Belarus 2018,"Belarus, Minsk",Minsk State Palace of Children and Youth,Belarus
2392,"May 26, 2018",LLS V 2018,"Poland, Lublin",I Liceum Ogólnokształcące im. Stanisława Staszica w Lublinie,Poland
2393,"May 26, 2018",PoliMi Op3n 2018,"Italy, Milan",Politecnico di Milano,Italy
2397,"May 25 - 27, 2018",Lausanne Euro Qualifier 2018,"Switzerland, Écublens",École Polytechnique Fédérale de Lausanne,Switzerland
2405,"May 19 - 20, 2018",Breda Open 2018,"Netherlands, Ulvenhout",Het Blazoen,Netherlands
2422,"May 12 - 13, 2018",Parla Open 2018,"Spain, Parla, Madrid",Casa de la Juventud,Spain
2424,"May 12 - 13, 2018",Hessen Open 2018,"Germany, Lampertheim",Zehntscheune Lampertheim,Germany
2428,"May 12 - 13, 2018",Zurich Open 2018,"Switzerland, Uster",Musikcontainer Uster,Switzerland
2429,"May 12, 2018",Sofia Open 2018,"Bulgaria, Sofia",Technical University of Sofia,Bulgaria
2430,"May 12, 2018",Talence Open 2018,"France, Talence",Kedge Business School,France
2440,"May 11 - 13, 2018",Finnish Championship 2018,"Finland, Espoo",Opinmäen oppimiskeskus,Finland
2441,"May 11 - 13, 2018",Swedish Championship 2018,"Sweden, Borås",Navet Science Center,Sweden
2451,"May 5 - 6, 2018",San Marino Nationals 2018,"San Marino, Serravalle",Best Western Palace Hotel,San Marino
2453,"May 5, 2018",Riberas del Guadaíra 2018,"Spain, Alcalá de Guadaíra, Sevilla",Pabellón Multiusos del Recinto Ferial,Spain
2460,"May 5, 2018",Heritage Cubing Day 2018,"Cyprus, Limassol",The Heritage Private School,Cyprus
2475,"Apr 28 - 29, 2018",U.R.A. Spring of Colors 2018,"Romania, Bucharest",Universitatea Romano Americana,Romania
2477,"Apr 28 - 29, 2018",Banja Luka Open 2018,"Bosnia and Herzegovina, Banja Luka",Dom Omladine (Youth Center),Bosnia and Herzegovina
2478,"Apr 28 - 29, 2018",Dnipro Cube Generation 2018,"Ukraine, Dnepr",Dnepr Youth Center of the National University of Railway Transport,Ukraine
2479,"Apr 28 - 29, 2018",Elsass Open 2018,"France, Strasbourg",Centre socio culturel de la Meinau,France
2480,"Apr 28 - 29, 2018",Lisboa Open 2018,"Portugal, Lisboa",Pavilhão do Conhecimento - Ciência Viva,Portugal
2481,"Apr 28, 2018",FMEntal Breakdown 2018,"Spain, Barcelona",Facultat de Matemàtiques i Estadística,Spain
2483,"Apr 28, 2018",Narva Open 2018,"Estonia, Narva",The Diocesan Administration Building,Estonia
2486,"Apr 28, 2018",Riga Open 2018,"Latvia, Rīga",LELB Jauniešu centrs,Latvia
2491,"Apr 28, 2018",Zonhoven Open 2018,"Belgium, Zonhoven",Evenementenhal Zonhoven,Belgium
2500,"Apr 21 - 22, 2018",Madrid Open 2018,"Spain, Madrid",Museo del Traje,Spain
2502,"Apr 21 - 22, 2018",Vilnius Open 2018,"Lithuania, Vilnius",Vilniaus Antakalnio progimnazija,Lithuania
2504,"Apr 21 - 22, 2018",German Open 2018,"Germany, Gütersloh",Janusz Korczak Gesamtschule,Germany
2507,"Apr 21, 2018",LLS IV 2018,"Poland, Lublin",I Liceum Ogólnokształcące im. Stanisława Staszica w Lublinie,Poland
2521,"Apr 15, 2018",SMSO 2018,"Switzerland, Saint-Maurice",Lycée-Collège de l'Abbaye,Switzerland
2525,"Apr 14 - 15, 2018",High Wycombe Open 2018,"United Kingdom, High Wycombe, Buckinghamshire","Old Town Hall, Wycombe Swan Theatre",United Kingdom
2529,"Apr 14 - 15, 2018",Slovenia Nationals 2018,"Slovenia, Maribor",Prometna sola Maribor,Slovenia
2530,"Apr 14 - 15, 2018",Stenay Open 2018,"France, Stenay",MFR (Maison Familiale Rurale),France
2531,"Apr 14 - 15, 2018",Tietomaa Open 2018,"Finland, Oulu",Tiedekeskus Tietomaa,Finland
2535,"Apr 14, 2018",Milan Saturday 2018,"Italy, Milan","Ludoteca ""La casa dei giochi""",Italy
2537,"Apr 14, 2018",Albanian Open 2018,"Albania, Tirana",Instituti Harry Fultz,Albania
2540,"Apr 14, 2018",Chanquete Open 2018,"Spain, Nerja, Málaga",Pabellón cubierto y ciudad deportiva Enrique López Cuenca ,Spain
2550,"Apr 7 - 8, 2018",Pict'Open 2018,"France, Poitiers","Salle Multimédia, Cité Universitaire Descartes",France
2555,"Apr 7 - 8, 2018",Euskadi Open Portugalete 2018,"Spain, Portugalete",Polideportivo Municipal Pando Aisia,Spain
2557,"Apr 7 - 8, 2018",GLS Cup II 2018,"Poland, Gdańsk",Novotel Marina,Poland
2559,"Apr 7 - 8, 2018",La Vall d'Uixó Open 2018,"Spain, La Vall d'Uixó - Castellón",Colegio Público Ausias March,Spain
2564,"Apr 7, 2018",Pärnu Open 2018,"Estonia, Pärnu",Pärnu Sütevaka Humanitaargümnaasium,Estonia
2568,"Apr 6 - 8, 2018",Norwegian Championship 2018,"Norway, Vestby",Vestby Videregående Skole,Norway
2574,"Mar 31 - Apr 2, 2018",France 2018,"France, Lyon","Amphithéâtre Mérieux, ENS Lyon",France
2580,"Mar 31 - Apr 1, 2018",Royal Corner Twist 2018,"Sweden, Växjö",Quality Hotel Royal Corner,Sweden
2581,"Mar 31 - Apr 1, 2018",Belgian Easter 2018,"Belgium, Sart-Dames-Avelines",Complexe sportif de Sart-Dames-Avelines,Belgium
2582,"Mar 31 - Apr 1, 2018",Budapest Open 2018,"Hungary, Budapest",Lurdy Konferencia- és Rendezvényközpont,Hungary
2592,"Mar 30 - Apr 1, 2018",Spring Cube In Minsk 2018,"Belarus, Minsk","State Educational Establishment ""Secondary School No. 47 in Minsk""",Belarus
2596,"Mar 25, 2018",Fiorano Open 2018,"Italy, Fiorano Modenese",Biblioteca Bla,Italy
2601,"Mar 25, 2018",Wiler Würfelfest 2018,"Switzerland, Wil SG",Stadtsaal Wil,Switzerland
2603,"Mar 24 - 25, 2018",Lviv Spring Days 2018,"Ukraine, Lviv",Tech Startup School,Ukraine
2610,"Mar 24 - 25, 2018",St. Michielsgestel 2018,"Netherlands, St. Michielsgestel",Zonnewende,Netherlands
2611,"Mar 24, 2018",Bacau Easter Open 2018,"Romania, Bacau",Colegiul Tehnic de Comunicaţii “Nicolae Vasilescu–Karpen”,Romania
2618,"Mar 23 - 25, 2018",Finnish Open 2018,"Finland, Vantaa",Monitoimitila Arkki,Finland
2626,"Mar 17 - 18, 2018",Guildford Open 2018,"United Kingdom, Guildford, Surrey",Guildford County School,United Kingdom
2630,"Mar 17 - 18, 2018",Les Franqueses Open 2018,"Spain, Les Franqueses del Vallès, Barcelona",Centre Cultural de Bellavista,Spain
2631,"Mar 17 - 18, 2018",Slovakian Spring 2018,"Slovakia, Bratislava",Slovak University of Technology,Slovakia
2638,"Mar 17, 2018",LLS III 2018,"Poland, Lublin",Chatka Żaka,Poland
2639,"Mar 17, 2018",Østerhøj Open 2018,"Denmark, Måløv",Måløvhøjskole,Denmark
2641,"Mar 17, 2018",Ponikva Open 2018,"Slovenia, Ponikva",Osnovna šola Blaža Kocena Ponikva,Slovenia
2642,"Mar 17, 2018",Riga Special 2018,"Latvia, Rīga",Rīga Plaza,Latvia
2647,"Mar 10 - 11, 2018",Eretum Open 2018,"Italy, Monterotondo",Circolo Bocciofilo Monterotondo Scalo,Italy
2651,"Mar 10 - 11, 2018",Cube Star 2018,"Ukraine, Chernihiv",Novozаvodskа district council,Ukraine
2655,"Mar 10, 2018",Murcia 2018,"Spain, Murcia",Centro Municipal La Nave,Spain
2659,"Mar 10, 2018",CLIP Open 2018,"Portugal, Porto",CLIP - The Oporto International School,Portugal
2669,"Mar 3 - 4, 2018",GLS Cup I 2018,"Poland, Gdańsk",Novotel Marina,Poland
2673,"Mar 3 - 4, 2018",Mental Breakdown Germany 2018,"Germany, Regensburg",GEB e.V. Regensburg,Germany
2677,"Mar 3 - 4, 2018",SC Cup I 2018,"Switzerland, Genève",Taverne de la Madeleine,Switzerland
2681,"Mar 3, 2018",12 Sides of Silesia 2018,"Poland, Dąbrowa Górnicza",Centrum Aktywności Obywatelskiej,Poland
2682,"Mar 3, 2018",Assen Open 2018,"Netherlands, Assen",Wijkcentrum De Schulp,Netherlands
2688,"Feb 25, 2018",Mantua Winter 2018,"Italy, Mantova",Sala Magna Isabella d'Este,Italy
2692,"Feb 24 - 25, 2018",Cannes FIJ 2018,"France, Cannes",Palais des Festivals et des Congrès,France
2694,"Feb 24 - 25, 2018",Warsaw Cube Masters 2018,"Poland, Warsaw",VIII LO im. Króla Władysława IV,Poland
2696,"Feb 24 - 25, 2018",Osijek Open 2018,"Croatia, Osijek",III. Gimnazija Osijek,Croatia
2698,"Feb 24, 2018",Altasierra 2018,"Spain, Espartinas, Sevilla",Colegio Altasierra,Spain
2707,"Feb 23 - 25, 2018",Dnepr Never Fails 2018,"Ukraine, Dnepr",Dnepr Youth Center of the National University of Railway Transport,Ukraine
2709,"Feb 17 - 18, 2018",Manchester Open 2018,"United Kingdom, Salford, Greater Manchester",Oasis Academy MediaCityUK,United Kingdom
2710,"Feb 17 - 18, 2018",Imaginalia Open 2018,"Spain, Albacete",Imaginalia Centro de Ocio y Comercio,Spain
2711,"Feb 17 - 18, 2018",Annuntia Open 2018,"Belgium, Wijnegem",Annuntia-Scholengroep Wijnegem,Belgium
2712,"Feb 17 - 18, 2018",Croissy Open 2018,"France, Croissy Sur Seine",Salle Jean Chanorier ,France
2713,"Feb 17 - 18, 2018",CFL Luty 2018,"Poland, Łódź",Łódzki Dom Kultury,Poland
2715,"Feb 17 - 18, 2018",Vedruna Balaguer Open 2018,"Spain, Balaguer, Lleida",Vedruna Balaguer,Spain
2716,"Feb 17 - 18, 2018",Xlingen Open 2018,"Switzerland, Kreuzlingen",Line Dance Hall,Switzerland
2730,"Feb 10 - 11, 2018",Arctic Open 2018,"Norway, Nordkjosbotn",Nordkjosbotn Skole,Norway
2735,"Feb 10 - 11, 2018",Frankfurt Cube Days 2018,"Germany, Frankfurt",Gemeindehaus Thomasgemeinde,Germany
2737,"Feb 10, 2018",LLS II 2018,"Poland, Lublin",Chatka Żaka,Poland
2738,"Feb 10, 2018",Tapiola Winter Open 2018,"Finland, Espoo",Etelä-Tapiolan lukio,Finland
2741,"Feb 10, 2018",Bulgarian Open 2018,"Bulgaria, Sofia",Technical University of Sofia,Bulgaria
2743,"Feb 5, 2018",Armenia Open 2018,"Armenia, Yerevan","""Mkhitar Sebastatsi"" Educomplex",Armenia
2746,"Feb 4, 2018",Rovigo Open 2018,"Italy, Rovigo",Best Western Hotel Cristallo,Italy
2747,"Feb 3 - 4, 2018",Oradea Cubing Open 2018,"Romania, Oradea",Colegiul Naţional „Emanuil Gojdu”,Romania
2752,"Feb 3 - 4, 2018",Iruña Open 2018,"Spain, Pamplona, Navarra",Casa de la Juventud,Spain
2756,"Feb 3, 2018",Don't Peek 2018,"Sweden, Kungsbacka",Elektronen,Sweden
2770,"Jan 27 - 28, 2018",Welsh Open 2018,"United Kingdom, Oakdale, Gwent",Rhiw Syr Dafydd School,United Kingdom
2771,"Jan 27 - 28, 2018",Istres Open 2018,"France, Istres",Halle polyvalente,France
2772,"Jan 27 - 28, 2018",Kaunas Open 2018,"Lithuania, Kaunas",Kaunas university of technology,Lithuania
2778,"Jan 27, 2018",Northern Lights Open 2018,"Finland, Rovaniemi",Lyseonpuisto high school,Finland
2783,"Jan 27, 2018",Slobozia Winter Open 2018,"Romania, Slobozia",Sc. Gimnaziala Sf. Andrei - Slobozia,Romania
2787,"Jan 27, 2018",Belfort Open 2018,"France, Belfort",CFA Munipal de Belfort,France
